customer_id,plan,quantity,purchase_date,total_spent
CTL057,Blue go xl,1,2022-11-10,20000
CTL057,Blue go s,2,2022-10-04,4000
CTL057,Blue home s,2,2022-01-03,30000
CTL057,Blue one s,1,2022-10-11,2000
CTL057,Blue one l,2,2022-07-25,10000
CTL057,Blue sky l,1,2022-02-03,35000
CTL057,Blue sky m,1,2022-05-26,20000
CTL058,Blue go l,2,2022-11-12,20000
CTL058,Blue home l,2,2022-11-07,80000
CTL058,Blue home l,1,2022-11-15,40000
CTL058,Blue go plus S,2,2022-10-25,30000
CTL058,Blue go xl,1,2022-10-04,20000
CTL058,Blue go s,2,2022-04-04,4000
CTL059,Blue one l,1,2022-03-31,5000
CTL059,Blue go plus l,2,2022-09-12,80000
CTL059,Blue go plus m,1,2022-02-19,25000
CTL059,Blue go m,2,2022-04-13,10000
CTL059,Blue sky m,2,2022-05-17,40000
CTL059,Blue go l,2,2022-08-12,20000
CTL059,Blue go s,1,2022-11-17,2000
CTL059,Blue one xl,2,2022-01-13,20000
CTL060,Blue go plus m,2,2022-10-27,50000
CTL060,Blue sky m,2,2022-10-06,40000
CTL060,Blue one l,2,2022-06-30,10000
CTL060,Blue one l,2,2022-05-30,10000
CTL060,Blue go plus m,2,2022-04-08,50000
CTL060,Blue home m,1,2022-09-23,25000
CTL060,Blue one m,1,2022-01-02,3000
CTL060,Blue home s,2,2022-04-21,30000
CTL060,Blue one s,2,2022-02-19,4000
CTL061,Blue go plus m,1,2022-07-02,25000
CTL061,Blue go plus m,1,2022-05-18,25000
CTL061,Blue go plus S,2,2022-01-08,30000
CTL061,Blue one s,1,2022-02-10,2000
CTL061,Blue go plus l,1,2022-10-26,40000
CTL062,Blue home m,1,2022-02-22,25000
CTL062,Blue home l,1,2022-03-13,40000
CTL062,Blue go l,2,2022-09-10,20000
CTL062,Blue one s,2,2022-09-04,4000
CTL062,Blue go l,1,2022-08-25,10000
CTL062,Blue one m,2,2022-09-28,6000
CTL062,Blue home l,1,2022-10-20,40000
CTL062,Blue home s,1,2022-02-25,15000
CTL062,Blue sky l,1,2022-09-04,35000
CTL062,Blue one xl,1,2022-09-20,10000
CTL062,Blue go xxl,1,2022-08-01,35000
CTL062,Blue go s,2,2022-06-19,4000
CTL062,Blue sky l,1,2022-03-01,35000
CTL062,Blue home l,2,2022-12-12,80000
CTL063,Blue sky m,2,2022-02-07,40000
CTL063,Blue sky l,1,2022-06-17,35000
CTL063,Blue home s,1,2022-12-08,15000
CTL063,Blue go plus l,2,2022-05-13,80000
CTL063,Blue home m,2,2022-12-07,50000
CTL063,Blue go plus S,1,2022-06-11,15000
CTL063,Blue go plus m,1,2022-06-06,25000
CTL063,Blue go plus m,2,2022-05-20,50000
CTL063,Blue go xl,1,2022-08-11,20000
CTL063,Blue go m,2,2022-07-29,10000
CTL063,Blue one xl,1,2022-01-21,10000
CTL063,Blue go plus l,2,2022-11-16,80000
CTL064,Blue one xl,1,2022-10-31,10000
CTL064,Blue home m,2,2022-03-14,50000
CTL064,Blue go plus l,1,2022-05-13,40000
CTL064,Blue go s,2,2022-02-01,4000
CTL064,Blue sky m,1,2022-08-01,20000
CTL065,Blue home m,1,2022-01-14,25000
CTL065,Blue home m,2,2022-07-12,50000
CTL065,Blue go m,1,2022-01-03,5000
CTL065,Blue home m,2,2022-09-23,50000
CTL065,Blue go m,2,2022-12-14,10000
CTL065,Blue one s,1,2022-01-07,2000
CTL065,Blue go xxl,1,2022-04-23,35000
CTL066,Blue go plus S,2,2022-04-30,30000
CTL066,Blue one xl,1,2022-03-21,10000
CTL066,Blue sky l,2,2022-11-14,70000
CTL066,Blue go l,1,2022-12-06,10000
CTL066,Blue one m,1,2022-09-14,3000
CTL066,Blue home m,2,2022-10-08,50000
CTL066,Blue go xxl,2,2022-06-09,70000
CTL066,Blue sky l,1,2022-03-12,35000
CTL066,Blue home l,1,2022-03-24,40000
CTL067,Blue one m,1,2022-03-26,3000
CTL067,Blue sky m,1,2022-09-09,20000
CTL067,Blue go m,2,2022-10-08,10000
CTL067,Blue go m,2,2022-07-02,10000
CTL067,Blue go s,2,2022-04-26,4000
CTL067,Blue home s,1,2022-09-07,15000
CTL068,Blue sky l,2,2022-08-15,70000
CTL068,Blue one xl,1,2022-12-27,10000
CTL068,Blue sky m,1,2022-07-24,20000
CTL068,Blue home m,2,2022-06-08,50000
CTL068,Blue go plus m,2,2022-05-01,50000
CTL069,Blue go plus S,1,2022-11-21,15000
CTL069,Blue home s,2,2022-05-20,30000
CTL069,Blue go xl,1,2022-09-06,20000
CTL069,Blue home l,1,2022-01-27,40000
CTL069,Blue go l,2,2022-08-31,20000
CTL069,Blue home m,1,2022-09-28,25000
CTL069,Blue home l,2,2022-05-19,80000
CTL069,Blue go xl,1,2022-12-05,20000
CTL069,Blue sky l,1,2022-06-30,35000
CTL069,Blue sky l,2,2022-02-24,70000
CTL069,Blue go m,2,2022-06-01,10000
CTL069,Blue go m,2,2022-07-21,10000
CTL069,Blue one s,2,2022-07-13,4000
CTL069,Blue go plus m,2,2022-03-21,50000
CTL070,Blue go m,1,2022-01-06,5000
CTL070,Blue one xl,2,2022-01-06,20000
CTL070,Blue go plus m,2,2022-09-17,50000
CTL070,Blue sky l,1,2022-02-11,35000
CTL070,Blue go plus S,1,2022-08-15,15000
CTL070,Blue home m,2,2022-06-28,50000
CTL070,Blue go plus l,1,2022-12-14,40000
CTL071,Blue home l,1,2022-04-30,40000
CTL071,Blue one m,1,2022-12-03,3000
CTL071,Blue sky l,1,2022-12-30,35000
CTL071,Blue one m,2,2022-10-01,6000
CTL071,Blue one xl,2,2022-10-28,20000
CTL072,Blue go xl,1,2022-08-31,20000
CTL072,Blue go m,1,2022-10-03,5000
CTL072,Blue go plus m,1,2022-06-12,25000
CTL072,Blue home l,2,2022-10-04,80000
CTL072,Blue go plus S,1,2022-04-30,15000
CTL072,Blue go xl,2,2022-03-09,40000
CTL072,Blue go plus m,1,2022-06-29,25000
CTL073,Blue home l,1,2022-04-14,40000
CTL073,Blue go xl,2,2022-03-12,40000
CTL073,Blue go m,1,2022-10-12,5000
CTL073,Blue go s,2,2022-10-27,4000
CTL073,Blue one m,1,2022-10-18,3000
CTL073,Blue go xxl,1,2022-07-23,35000
CTL073,Blue sky m,1,2022-04-10,20000
CTL073,Blue go plus l,1,2022-06-23,40000
CTL074,Blue home m,2,2022-09-12,50000
CTL074,Blue sky m,2,2022-10-31,40000
CTL074,Blue sky m,2,2022-05-27,40000
CTL074,Blue go plus l,2,2022-02-15,80000
CTL074,Blue home l,2,2022-10-20,80000
CTL074,Blue go m,2,2022-11-14,10000
CTL074,Blue home m,1,2022-02-03,25000
CTL075,Blue one l,1,2022-03-14,5000
CTL075,Blue go xxl,1,2022-04-22,35000
CTL075,Blue go s,1,2022-01-09,2000
CTL075,Blue go plus m,2,2022-10-10,50000
CTL075,Blue one xl,2,2022-10-04,20000
CTL075,Blue one xl,1,2022-02-22,10000
CTL075,Blue one l,1,2022-02-14,5000
CTL076,Blue go m,1,2022-03-12,5000
CTL076,Blue one s,1,2022-06-24,2000
CTL076,Blue go plus l,1,2022-04-04,40000
CTL076,Blue go s,1,2022-04-22,2000
CTL076,Blue go s,1,2022-12-15,2000
CTL076,Blue sky l,2,2022-04-04,70000
CTL076,Blue go plus m,1,2022-08-23,25000
CTL076,Blue go s,2,2022-05-08,4000
CTL076,Blue go l,1,2022-03-02,10000
CTL076,Blue go plus S,1,2022-04-30,15000
CTL077,Blue one m,2,2022-02-23,6000
CTL077,Blue one l,2,2022-02-10,10000
CTL077,Blue go xl,2,2022-05-09,40000
CTL077,Blue go plus l,2,2022-11-10,80000
CTL077,Blue home l,2,2022-07-29,80000
CTL077,Blue sky l,1,2022-08-23,35000
CTL077,Blue go xxl,2,2022-03-26,70000
CTL077,Blue go plus S,1,2022-06-28,15000
CTL077,Blue one s,2,2022-11-12,4000
CTL077,Blue home s,1,2022-08-19,15000
CTL077,Blue go plus S,1,2022-05-30,15000
CTL078,Blue go xxl,1,2022-12-04,35000
CTL078,Blue one l,2,2022-07-16,10000
CTL078,Blue go m,2,2022-06-17,10000
CTL078,Blue one xl,1,2022-05-07,10000
CTL078,Blue go plus S,2,2022-08-12,30000
CTL078,Blue go plus S,2,2022-10-05,30000
CTL078,Blue home s,1,2022-02-08,15000
CTL078,Blue home l,1,2022-03-31,40000
CTL078,Blue one m,1,2022-03-07,3000
CTL078,Blue go plus m,2,2022-09-04,50000
CTL078,Blue home m,2,2022-06-03,50000
CTL078,Blue go plus m,2,2022-10-26,50000
CTL078,Blue go plus m,1,2022-12-05,25000
CTL078,Blue one m,1,2022-05-14,3000
CTL079,Blue one s,2,2022-07-21,4000
CTL079,Blue home l,1,2022-10-03,40000
CTL079,Blue go l,2,2022-09-26,20000
CTL079,Blue go plus l,2,2022-07-10,80000
CTL079,Blue home m,2,2022-01-03,50000
CTL079,Blue go xl,2,2022-06-08,40000
CTL080,Blue go l,1,2022-01-06,10000
CTL080,Blue sky l,2,2022-11-26,70000
CTL080,Blue go plus l,2,2022-06-06,80000
CTL080,Blue one m,2,2022-02-07,6000
CTL080,Blue sky l,2,2022-12-08,70000
CTL080,Blue go plus m,2,2022-11-09,50000
CTL080,Blue one xl,2,2022-12-05,20000
CTL080,Blue go m,1,2022-08-07,5000
CTL080,Blue go xxl,2,2022-03-15,70000
CTL081,Blue one m,1,2022-11-13,3000
CTL081,Blue go plus S,1,2022-12-09,15000
CTL081,Blue go plus S,1,2022-09-29,15000
CTL081,Blue one l,1,2022-08-10,5000
CTL081,Blue sky m,1,2022-01-13,20000
CTL081,Blue go xxl,2,2022-07-05,70000
CTL081,Blue go m,1,2022-05-27,5000
CTL082,Blue one l,2,2022-11-02,10000
CTL082,Blue go plus S,1,2022-06-16,15000
CTL082,Blue one m,2,2022-08-15,6000
CTL082,Blue one s,1,2022-07-16,2000
CTL082,Blue home m,2,2022-03-05,50000
CTL082,Blue go plus m,2,2022-02-12,50000
CTL082,Blue go m,2,2022-11-08,10000
CTL082,Blue go plus S,2,2022-07-31,30000
CTL082,Blue sky l,1,2022-11-16,35000
CTL082,Blue go xl,2,2022-05-11,40000
CTL082,Blue one l,1,2022-12-18,5000
CTL082,Blue home l,1,2022-11-10,40000
CTL082,Blue go plus l,2,2022-05-08,80000
CTL083,Blue go plus m,2,2022-08-07,50000
CTL083,Blue go s,2,2022-03-08,4000
CTL083,Blue go plus l,1,2022-05-08,40000
CTL083,Blue go xl,1,2022-03-14,20000
CTL083,Blue one l,1,2022-07-18,5000
CTL083,Blue go plus l,1,2022-12-24,40000
CTL083,Blue one m,1,2022-03-15,3000
CTL083,Blue home m,2,2022-09-12,50000
CTL083,Blue home l,2,2022-10-03,80000
CTL083,Blue one s,1,2022-10-28,2000
CTL083,Blue go l,2,2022-02-27,20000
CTL083,Blue one s,1,2022-07-05,2000
CTL084,Blue home m,1,2022-02-04,25000
CTL084,Blue one l,2,2022-10-21,10000
CTL084,Blue go plus m,2,2022-07-17,50000
CTL084,Blue go xxl,2,2022-02-16,70000
CTL084,Blue go plus l,1,2022-08-09,40000
CTL084,Blue go s,1,2022-12-26,2000
CTL084,Blue home l,1,2022-10-24,40000
CTL084,Blue one m,1,2022-03-25,3000
CTL084,Blue one s,1,2022-11-06,2000
CTL084,Blue home m,2,2022-11-12,50000
CTL084,Blue go m,2,2022-11-11,10000
CTL084,Blue go plus m,2,2022-05-25,50000
CTL084,Blue go plus l,1,2022-12-14,40000
CTL085,Blue go xl,1,2022-07-10,20000
CTL085,Blue one m,1,2022-05-10,3000
CTL085,Blue go plus m,2,2022-06-25,50000
CTL085,Blue go plus S,2,2022-09-28,30000
CTL085,Blue home l,1,2022-01-15,40000
CTL085,Blue one l,1,2022-08-11,5000
CTL085,Blue one m,2,2022-06-19,6000
CTL085,Blue home l,2,2022-03-20,80000
CTL085,Blue home l,1,2022-01-21,40000
CTL085,Blue go plus m,1,2022-07-04,25000
CTL085,Blue go xxl,1,2022-07-07,35000
CTL085,Blue go l,2,2022-12-19,20000
CTL085,Blue sky l,1,2022-12-28,35000
CTL085,Blue one m,2,2022-12-05,6000
CTL085,Blue go m,1,2022-09-14,5000
CTL086,Blue go plus l,2,2022-07-30,80000
CTL086,Blue one xl,1,2022-10-25,10000
CTL086,Blue go l,2,2022-02-07,20000
CTL086,Blue go xxl,2,2022-12-12,70000
CTL086,Blue home l,1,2022-09-08,40000
CTL086,Blue go plus S,2,2022-01-02,30000
CTL086,Blue home s,2,2022-12-18,30000
CTL086,Blue home m,1,2022-08-27,25000
CTL086,Blue home l,2,2022-09-28,80000
CTL086,Blue home l,1,2022-05-08,40000
CTL087,Blue one m,1,2022-09-12,3000
CTL087,Blue home s,1,2022-03-17,15000
CTL087,Blue go xl,1,2022-09-29,20000
CTL087,Blue sky m,2,2022-07-13,40000
CTL087,Blue one xl,1,2022-08-26,10000
CTL087,Blue go s,1,2022-10-01,2000
CTL087,Blue home s,2,2022-10-29,30000
CTL087,Blue go m,1,2022-08-26,5000
CTL087,Blue one xl,1,2022-11-30,10000
CTL087,Blue go xxl,1,2022-04-12,35000
CTL087,Blue one m,2,2022-09-26,6000
CTL088,Blue home s,2,2022-04-16,30000
CTL088,Blue one m,2,2022-01-06,6000
CTL088,Blue home m,2,2022-08-12,50000
CTL088,Blue go l,1,2022-12-16,10000
CTL088,Blue sky l,1,2022-08-15,35000
CTL088,Blue one l,1,2022-03-18,5000
CTL089,Blue go m,2,2022-11-20,10000
CTL089,Blue go m,2,2022-06-24,10000
CTL089,Blue go plus S,2,2022-03-01,30000
CTL089,Blue one m,1,2022-06-05,3000
CTL089,Blue home m,2,2022-12-26,50000
CTL089,Blue one l,1,2022-04-11,5000
CTL089,Blue go l,1,2022-03-23,10000
CTL089,Blue go s,1,2022-06-02,2000
CTL090,Blue sky m,2,2022-12-21,40000
CTL090,Blue go s,2,2022-03-25,4000
CTL090,Blue one m,1,2022-12-28,3000
CTL090,Blue one s,2,2022-01-10,4000
CTL090,Blue home l,1,2022-10-13,40000
CTL090,Blue go l,1,2022-09-14,10000
CTL090,Blue home m,2,2022-05-13,50000
CTL090,Blue go m,1,2022-11-04,5000
CTL090,Blue sky l,1,2022-05-08,35000
CTL090,Blue go plus l,1,2022-09-22,40000
CTL090,Blue go s,2,2022-07-16,4000
CTL091,Blue go l,1,2022-11-08,10000
CTL091,Blue go l,2,2022-06-30,20000
CTL091,Blue go m,1,2022-10-17,5000
CTL091,Blue go plus S,2,2022-01-23,30000
CTL091,Blue home m,1,2022-12-15,25000
CTL091,Blue one l,1,2022-02-01,5000
CTL091,Blue go xxl,1,2022-06-10,35000
CTL091,Blue home s,2,2022-04-01,30000
CTL091,Blue home l,1,2022-09-30,40000
CTL092,Blue one m,1,2022-12-03,3000
CTL092,Blue home s,1,2022-12-23,15000
CTL092,Blue go plus m,2,2022-03-26,50000
CTL092,Blue go plus m,1,2022-07-22,25000
CTL092,Blue one s,2,2022-01-25,4000
CTL092,Blue go xl,2,2022-03-31,40000
CTL092,Blue sky m,1,2022-10-15,20000
CTL092,Blue one l,2,2022-03-09,10000
CTL092,Blue go s,2,2022-07-22,4000
CTL092,Blue go m,1,2022-12-17,5000
CTL092,Blue home l,1,2022-07-05,40000
CTL092,Blue go xl,1,2022-08-01,20000
CTL093,Blue go xl,1,2022-02-16,20000
CTL093,Blue home m,1,2022-05-08,25000
CTL093,Blue go plus m,2,2022-05-24,50000
CTL093,Blue go plus m,2,2022-01-18,50000
CTL093,Blue home s,1,2022-12-08,15000
CTL093,Blue go xl,1,2022-02-16,20000
CTL093,Blue one xl,2,2022-09-01,20000
CTL093,Blue go xl,2,2022-09-03,40000
CTL093,Blue go m,1,2022-10-02,5000
CTL093,Blue go s,2,2022-02-18,4000
CTL093,Blue one xl,1,2022-10-28,10000
CTL094,Blue go m,1,2022-05-26,5000
CTL094,Blue one xl,2,2022-06-30,20000
CTL094,Blue go xl,1,2022-04-28,20000
CTL094,Blue sky m,2,2022-10-23,40000
CTL094,Blue home l,2,2022-02-28,80000
CTL094,Blue one xl,2,2022-11-13,20000
CTL094,Blue go plus S,1,2022-12-29,15000
CTL094,Blue go s,2,2022-10-01,4000
CTL094,Blue sky m,2,2022-05-18,40000
CTL094,Blue home s,2,2022-03-15,30000
CTL094,Blue go plus m,2,2022-09-24,50000
CTL094,Blue one l,2,2022-03-12,10000
CTL094,Blue sky m,1,2022-11-03,20000
CTL094,Blue home l,2,2022-05-17,80000
CTL095,Blue one s,1,2022-09-10,2000
CTL095,Blue home l,2,2022-10-13,80000
CTL095,Blue sky m,2,2022-12-05,40000
CTL095,Blue go s,2,2022-03-02,4000
CTL095,Blue go l,2,2022-12-04,20000
CTL095,Blue go xl,2,2022-09-07,40000
CTL095,Blue go m,1,2022-12-15,5000
CTL095,Blue one m,1,2022-06-30,3000
CTL095,Blue sky m,1,2022-11-07,20000
CTL095,Blue home m,2,2022-04-22,50000
CTL095,Blue go s,2,2022-02-27,4000
CTL095,Blue go plus m,2,2022-02-14,50000
CTL095,Blue go plus l,2,2022-08-08,80000
CTL096,Blue one s,2,2022-08-31,4000
CTL096,Blue one l,2,2022-03-07,10000
CTL096,Blue one m,2,2022-09-19,6000
CTL096,Blue go xxl,2,2022-03-02,70000
CTL096,Blue sky l,2,2022-06-29,70000
CTL096,Blue home l,1,2022-11-17,40000
CTL096,Blue sky l,1,2022-08-06,35000
CTL096,Blue one l,1,2022-02-03,5000
CTL096,Blue go l,1,2022-02-02,10000
CTL096,Blue home s,2,2022-04-20,30000
CTL097,Blue sky m,1,2022-09-17,20000
CTL097,Blue go plus l,2,2022-12-02,80000
CTL097,Blue go s,2,2022-07-25,4000
CTL097,Blue home s,1,2022-09-11,15000
CTL097,Blue go plus m,2,2022-10-19,50000
CTL097,Blue home l,1,2022-12-30,40000
CTL097,Blue one s,2,2022-05-15,4000
CTL097,Blue one xl,1,2022-07-04,10000
CTL097,Blue go s,2,2022-08-19,4000
CTL098,Blue home m,1,2022-03-11,25000
CTL098,Blue one s,2,2022-07-11,4000
CTL098,Blue one m,2,2022-10-25,6000
CTL098,Blue home m,2,2022-12-18,50000
CTL098,Blue one m,1,2022-08-25,3000
CTL098,Blue one xl,1,2022-02-07,10000
CTL098,Blue one m,1,2022-09-10,3000
CTL098,Blue go plus l,2,2022-01-16,80000
CTL098,Blue go plus m,2,2022-09-15,50000
CTL098,Blue go l,1,2022-12-16,10000
CTL098,Blue home l,1,2022-12-14,40000
CTL099,Blue go plus S,2,2022-03-04,30000
CTL099,Blue one s,1,2022-09-09,2000
CTL099,Blue go l,2,2022-06-27,20000
CTL099,Blue go plus m,1,2022-11-06,25000
CTL099,Blue go s,2,2022-09-02,4000
CTL099,Blue go s,2,2022-04-25,4000
CTL099,Blue one l,2,2022-05-31,10000
CTL099,Blue sky l,1,2022-11-14,35000
CTL099,Blue sky m,2,2022-09-01,40000
CTL099,Blue sky m,2,2022-07-24,40000
CTL099,Blue go xl,1,2022-02-09,20000
CTL099,Blue sky m,2,2022-05-09,40000
CTL100,Blue go xxl,1,2022-06-13,35000
CTL100,Blue one s,2,2022-02-13,4000
CTL100,Blue home m,1,2022-03-06,25000
CTL100,Blue go plus S,1,2022-01-29,15000
CTL100,Blue go xl,1,2022-10-26,20000
CTL100,Blue one l,1,2022-10-25,5000
CTL100,Blue one s,2,2022-05-29,4000
CTL100,Blue sky l,1,2022-02-12,35000
CTL100,Blue go s,1,2022-05-25,2000
CTL101,Blue home l,2,2022-01-27,80000
CTL101,Blue one s,2,2022-01-24,4000
CTL101,Blue one xl,1,2022-10-07,10000
CTL101,Blue home m,2,2022-01-22,50000
CTL101,Blue one s,2,2022-03-13,4000
CTL101,Blue one xl,2,2022-09-25,20000
CTL101,Blue go xxl,2,2022-09-05,70000
CTL101,Blue go plus S,1,2022-12-02,15000
CTL101,Blue go xxl,2,2022-06-20,70000
CTL101,Blue go s,1,2022-09-30,2000
CTL101,Blue go xxl,2,2022-07-22,70000
CTL101,Blue sky l,1,2022-10-14,35000
CTL102,Blue one m,1,2022-04-10,3000
CTL102,Blue one l,1,2022-03-26,5000
CTL102,Blue go xl,2,2022-04-07,40000
CTL102,Blue go xxl,1,2022-04-23,35000
CTL102,Blue home l,1,2022-11-07,40000
CTL102,Blue home m,1,2022-08-12,25000
CTL102,Blue go plus l,1,2022-03-12,40000
CTL102,Blue sky l,2,2022-06-21,70000
CTL102,Blue go xxl,1,2022-08-11,35000
CTL102,Blue one m,1,2022-09-08,3000
CTL102,Blue one xl,1,2022-08-07,10000
CTL102,Blue go s,2,2022-02-17,4000
CTL102,Blue go plus l,2,2022-09-23,80000
CTL102,Blue go l,1,2022-10-27,10000
CTL103,Blue go s,1,2022-03-16,2000
CTL103,Blue go plus S,1,2022-10-19,15000
CTL103,Blue home s,2,2022-07-12,30000
CTL103,Blue home s,1,2022-02-20,15000
CTL103,Blue sky m,1,2022-10-23,20000
CTL103,Blue home l,2,2022-08-17,80000
CTL103,Blue go plus m,1,2022-12-18,25000
CTL103,Blue go l,1,2022-04-10,10000
CTL103,Blue home l,2,2022-10-29,80000
CTL103,Blue home l,2,2022-08-05,80000
CTL103,Blue go m,1,2022-05-14,5000
CTL104,Blue home s,2,2022-12-14,30000
CTL104,Blue go xl,2,2022-04-01,40000
CTL104,Blue one m,2,2022-02-11,6000
CTL104,Blue one l,2,2022-05-06,10000
CTL104,Blue go m,1,2022-11-05,5000
CTL104,Blue go s,1,2022-03-10,2000
CTL104,Blue sky l,1,2022-10-04,35000
CTL104,Blue one l,2,2022-10-31,10000
CTL104,Blue go l,2,2022-03-07,20000
CTL104,Blue go xxl,1,2022-12-12,35000
CTL105,Blue home s,1,2022-06-20,15000
CTL105,Blue go xl,2,2022-08-25,40000
CTL105,Blue home s,1,2022-02-04,15000
CTL105,Blue go m,1,2022-04-20,5000
CTL105,Blue go plus l,2,2022-07-23,80000
CTL105,Blue go plus m,2,2022-03-03,50000
CTL105,Blue go plus S,2,2022-03-19,30000
CTL105,Blue home s,2,2022-12-06,30000
CTL106,Blue go xl,2,2022-11-25,40000
CTL106,Blue one xl,2,2022-04-28,20000
CTL106,Blue go xxl,2,2022-09-06,70000
CTL106,Blue go xxl,1,2022-05-05,35000
CTL106,Blue sky l,1,2022-11-01,35000
CTL106,Blue home l,1,2022-02-01,40000
CTL106,Blue home m,2,2022-05-21,50000
CTL106,Blue go xxl,1,2022-01-31,35000
CTL106,Blue home s,1,2022-05-30,15000
CTL106,Blue go xxl,1,2022-05-22,35000
CTL106,Blue one l,2,2022-09-23,10000
CTL107,Blue go plus m,1,2022-04-09,25000
CTL107,Blue go xl,2,2022-03-05,40000
CTL107,Blue home m,1,2022-08-23,25000
CTL107,Blue go plus m,2,2022-04-14,50000
CTL107,Blue home l,1,2022-11-04,40000
CTL107,Blue go plus l,1,2022-02-02,40000
CTL107,Blue go l,2,2022-12-06,20000
CTL107,Blue go plus S,1,2022-08-06,15000
CTL108,Blue home l,2,2022-05-15,80000
CTL108,Blue sky l,1,2022-10-09,35000
CTL108,Blue go s,1,2022-08-01,2000
CTL108,Blue home m,1,2022-10-29,25000
CTL108,Blue one xl,2,2022-01-27,20000
CTL108,Blue go xxl,1,2022-03-20,35000
CTL108,Blue home m,1,2022-12-21,25000
CTL108,Blue go s,2,2022-02-20,4000
CTL108,Blue go plus l,1,2022-10-19,40000
CTL109,Blue home l,1,2022-08-20,40000
CTL109,Blue go l,1,2022-05-18,10000
CTL109,Blue go plus m,1,2022-04-13,25000
CTL109,Blue go plus S,2,2022-05-11,30000
CTL109,Blue home l,2,2022-07-28,80000
CTL109,Blue one l,1,2022-02-21,5000
CTL109,Blue go plus l,2,2022-05-03,80000
CTL110,Blue go m,2,2022-11-24,10000
CTL110,Blue one l,2,2022-08-13,10000
CTL110,Blue go l,2,2022-01-26,20000
CTL110,Blue go xxl,2,2022-01-21,70000
CTL110,Blue go l,2,2022-05-22,20000
CTL110,Blue home m,1,2022-03-25,25000
CTL110,Blue home m,1,2022-01-17,25000
CTL110,Blue go s,1,2022-11-16,2000
CTL110,Blue one s,1,2022-09-08,2000
CTL110,Blue one m,1,2022-07-04,3000
CTL110,Blue go m,2,2022-09-02,10000
CTL110,Blue home s,1,2022-10-16,15000
CTL110,Blue home l,2,2022-02-01,80000
CTL111,Blue go plus S,2,2022-01-18,30000
CTL111,Blue home m,1,2022-09-10,25000
CTL111,Blue one s,1,2022-10-10,2000
CTL111,Blue one l,1,2022-07-08,5000
CTL111,Blue home m,1,2022-07-06,25000
CTL112,Blue go m,1,2022-07-19,5000
CTL112,Blue sky m,2,2022-03-22,40000
CTL112,Blue one xl,1,2022-02-25,10000
CTL112,Blue go l,2,2022-07-09,20000
CTL112,Blue go m,2,2022-09-23,10000
CTL112,Blue go plus m,2,2022-05-18,50000
CTL113,Blue home s,1,2022-02-01,15000
CTL113,Blue go m,1,2022-12-04,5000
CTL113,Blue home s,1,2022-07-13,15000
CTL113,Blue home m,2,2022-04-14,50000
CTL113,Blue go plus S,2,2022-09-10,30000
CTL113,Blue go m,1,2022-06-03,5000
CTL113,Blue go plus S,1,2022-08-22,15000
CTL113,Blue one l,1,2022-10-25,5000
CTL114,Blue home l,2,2022-07-11,80000
CTL114,Blue one l,2,2022-02-05,10000
CTL114,Blue go xl,2,2022-04-21,40000
CTL114,Blue go l,2,2022-10-21,20000
CTL114,Blue sky m,1,2022-07-31,20000
CTL114,Blue go s,1,2022-11-08,2000
CTL115,Blue sky m,2,2022-04-17,40000
CTL115,Blue one m,1,2022-02-27,3000
CTL115,Blue home l,2,2022-06-26,80000
CTL115,Blue go plus l,1,2022-02-02,40000
CTL115,Blue sky l,1,2022-01-24,35000
CTL115,Blue go xxl,1,2022-02-10,35000
CTL115,Blue go plus S,2,2022-06-04,30000
CTL115,Blue go l,1,2022-06-09,10000
CTL115,Blue home l,1,2022-04-10,40000
CTL116,Blue one m,2,2022-10-03,6000
CTL116,Blue one s,1,2022-01-25,2000
CTL116,Blue one s,2,2022-11-17,4000
CTL116,Blue sky l,2,2022-09-20,70000
CTL116,Blue go l,1,2022-05-12,10000
CTL116,Blue go xl,1,2022-08-28,20000
CTL116,Blue go xxl,1,2022-03-09,35000
CTL117,Blue one m,1,2022-06-08,3000
CTL117,Blue home s,1,2022-01-01,15000
CTL117,Blue home s,2,2022-06-15,30000
CTL117,Blue home s,1,2022-10-18,15000
CTL117,Blue one m,2,2022-07-12,6000
CTL117,Blue go plus m,1,2022-05-11,25000
CTL117,Blue home s,2,2022-06-11,30000
CTL117,Blue go l,2,2022-10-17,20000
CTL117,Blue one l,2,2022-03-07,10000
CTL118,Blue one s,1,2022-12-18,2000
CTL118,Blue one xl,2,2022-12-29,20000
CTL118,Blue home l,2,2022-04-13,80000
CTL118,Blue sky l,2,2022-11-05,70000
CTL118,Blue one l,1,2022-07-30,5000
CTL118,Blue go s,2,2022-03-31,4000
CTL118,Blue go plus S,1,2022-06-08,15000
CTL118,Blue one xl,1,2022-06-07,10000
CTL118,Blue go plus m,1,2022-10-12,25000
CTL119,Blue go s,2,2022-04-13,4000
CTL119,Blue one m,1,2022-05-07,3000
CTL119,Blue go plus m,1,2022-01-02,25000
CTL119,Blue go l,2,2022-04-01,20000
CTL119,Blue sky l,1,2022-10-07,35000
CTL120,Blue one s,1,2022-08-22,2000
CTL120,Blue home l,2,2022-10-16,80000
CTL120,Blue go s,1,2022-08-04,2000
CTL120,Blue go xl,2,2022-11-11,40000
CTL120,Blue one l,2,2022-09-22,10000
CTL120,Blue go plus l,2,2022-01-03,80000
CTL120,Blue home l,2,2022-01-15,80000
CTL120,Blue home l,2,2022-03-13,80000
CTL120,Blue home m,2,2022-04-07,50000
